story_id,level,chapter,theme_index,idea,shlokas,age_hint,verse_summaries_en,verse_summaries_te
"sk11_02","seekers","11","2","courage after vision","11.4, 11.5, 11.6","8-10 years (deeper, can mention Arjuna/Krishna)","11.4: If you think, O Lord, that it can be seen by me, then, O Lord of Yoga, reveal Yourself fully to me. | 11.5: The Lord said, ""Behold, O Arjuna, My forms, hundreds upon thousands, manifold, divine, varied in hue and shape."" | 11.6: Behold, O Arjuna, the Adityas, the Vasus, the Rudras, the two Asvins, and the Maruts—many marvels never seen before.","11.4: If you think, O Lord, that it can be seen by me, then, O Lord of Yoga, reveal Yourself fully to me. | 11.5: The Lord said, ""Behold, O Arjuna, My forms, hundreds upon thousands, manifold, divine, varied in hue and shape."" | 11.6: Behold, O Arjuna, the Adityas, the Vasus, the Rudras, the two Asvins, and the Maruts—many marvels never seen before."
"sk11_03","seekers","11","3","devotion in wonder","11.7, 11.8","8-10 years (deeper, can mention Arjuna/Krishna)","11.7: Behold here, O Arjuna, the entire universe with its mobile and immobile things, all centered in My body, and whatever else you desire to see. | 11.8: But you will not be able to see Me with your own eyes. I give you a divine eye, so behold My Lordly Yoga!","11.7: Behold here, O Arjuna, the entire universe with its mobile and immobile things, all centered in My body, and whatever else you desire to see. | 11.8: But you will not be able to see Me with your own eyes. I give you a divine eye, so behold My Lordly Yoga!"
"sk11_04","seekers","11","4","awe and humility","11.9, 11.10","8-10 years (deeper, can mention Arjuna/Krishna)","11.9: Sanjaya said, ""O King, having spoken, Sri Krishna, the great Lord of Yoga, then revealed to Arjuna the supreme, lordly form."" | 11.10: With innumerable mouths and eyes, many marvelous aspects, numerous divine ornaments, and numerous divine weapons.","11.9: Sanjaya said, ""O King, having spoken, Sri Krishna, the great Lord of Yoga, then revealed to Arjuna the supreme, lordly form."" | 11.10: With innumerable mouths and eyes, many marvelous aspects, numerous divine ornaments, and numerous divine weapons."
"sk11_05","seekers","11","5","courage after vision","11.14, 11.15","8-10 years (deeper, can mention Arjuna/Krishna)","11.14: Then, Arjuna, overcome with amazement, his hairs standing on end, bowed his head to the Lord and spoke with folded hands. | 11.15: Arjuna said, ""O Lord, I behold in Your body all the gods, and all the diverse hosts of beings—Brahma, Siva, who is in Brahma, the seers, and the lustrous snakes.""","11.14: Then, Arjuna, overcome with amazement, his hairs standing on end, bowed his head to the Lord and spoke with folded hands. | 11.15: Arjuna said, ""O Lord, I behold in Your body all the gods, and all the diverse hosts of beings—Brahma, Siva, who is in Brahma, the seers, and the lustrous snakes."""
"sk11_06","seekers","11","6","devotion in wonder","11.20, 11.21","8-10 years (deeper, can mention Arjuna/Krishna)","11.20: You alone have pervaded the interspace between heaven and earth, and all the quarters. Beholding your marvelous and terrible form, O Mahatman, the three worlds are greatly overwhelmed with fear. | 11.21: Verily, the hosts of Devas enter into You. Some, in fear, extol You with clasped hands, crying ""Hail!"" The bands of great seers and Siddhas praise You with meaningful hymns.","11.20: You alone have pervaded the interspace between heaven and earth, and all the quarters. Beholding your marvelous and terrible form, O Mahatman, the three worlds are greatly overwhelmed with fear. | 11.21: Verily, the hosts of Devas enter into You. Some, in fear, extol You with clasped hands, crying ""Hail!"" The bands of great seers and Siddhas praise You with meaningful hymns."
"sk11_07","seekers","11","7","awe and humility","11.24, 11.25","8-10 years (deeper, can mention Arjuna/Krishna)","11.24: When I behold You touching the Supreme Heaven, shining, multicolored, with yawning mouths and large, resplendent eyes, my inner being trembles in fear. I am unable to find support or peace, O Vishnu. | 11.25: Viewing Your mouths, presenting awe-generating fangs and looking like the consuming fire of final destruction, I know not the quarters of the globe nor do I find repose. Be gracious, O Lord of the Devas! O Abode of the universe!","11.24: When I behold You touching the Supreme Heaven, shining, multicolored, with yawning mouths and large, resplendent eyes, my inner being trembles in fear. I am unable to find support or peace, O Vishnu. | 11.25: Viewing Your mouths, presenting awe-generating fangs and looking like the consuming fire of final destruction, I know not the quarters of the globe nor do I find repose. Be gracious, O Lord of the Devas! O Abode of the universe!"
"sk11_08","seekers","11","8","courage after vision","11.30, 11.31, 11.32","8-10 years (deeper, can mention Arjuna/Krishna)","11.30: Devouring all the worlds on every side with your flaming mouths, you lick them up. Your fiery rays, filling the whole universe with their radiance, scorch it, O Vishnu. | 11.31: Tell me, who are You with this terrible form? Salutations to You, O Supreme God. Be gracious to me. I desire to know You, the Primal One. I do not know Your activities. | 11.32: The Lord said, ""I am the world-destroying Time. Manifesting myself fully, I have begun to destroy the worlds here. Even without you, none of the warriors arrayed in the hostile ranks will survive.""","11.30: Devouring all the worlds on every side with your flaming mouths, you lick them up. Your fiery rays, filling the whole universe with their radiance, scorch it, O Vishnu. | 11.31: Tell me, who are You with this terrible form? Salutations to You, O Supreme God. Be gracious to me. I desire to know You, the Primal One. I do not know Your activities. | 11.32: The Lord said, ""I am the world-destroying Time. Manifesting myself fully, I have begun to destroy the worlds here. Even without you, none of the warriors arrayed in the hostile ranks will survive."""
"sk11_09","seekers","11","9","devotion in wonder","11.32, 11.33, 11.34","8-10 years (deeper, can mention Arjuna/Krishna)","11.32: The Lord said, ""I am the world-destroying Time. Manifesting myself fully, I have begun to destroy the worlds here. Even without you, none of the warriors arrayed in the hostile ranks will survive."" | 11.33: Therefore, arise, win glory. Conquering your foes, enjoy a prosperous kingdom. By Me they have already been slain. You be merely an instrument, O Arjuna, you great archer! | 11.34: Slay Drona, Bhisma, Jayadratha, Karna, as well as other mighty warriors who have been doomed by Me. Do not feel distressed. Fight; you shall conquer your rivals in the battle.","11.32: The Lord said, ""I am the world-destroying Time. Manifesting myself fully, I have begun to destroy the worlds here. Even without you, none of the warriors arrayed in the hostile ranks will survive."" | 11.33: Therefore, arise, win glory. Conquering your foes, enjoy a prosperous kingdom. By Me they have already been slain. You be merely an instrument, O Arjuna, you great archer! | 11.34: Slay Drona, Bhisma, Jayadratha, Karna, as well as other mighty warriors who have been doomed by Me. Do not feel distressed. Fight; you shall conquer your rivals in the battle."
"sk11_10","seekers","11","10","awe and humility","11.47, 11.48","8-10 years (deeper, can mention Arjuna/Krishna)","11.47: The Lord said, ""By My grace, O Arjuna, this Supreme Form, luminous, universal, infinite, and primal—never seen before by anyone but you—has been revealed to you through My own free will."" | 11.48: Neither through the study of the Vedas, nor by sacrifices, nor by recitations of the scriptures, nor by gifts, nor by rituals, nor by strict austerities can I be realized in a form like this in the world of men by anyone else but you. O Arjuna!","11.47: The Lord said, ""By My grace, O Arjuna, this Supreme Form, luminous, universal, infinite, and primal—never seen before by anyone but you—has been revealed to you through My own free will."" | 11.48: Neither through the study of the Vedas, nor by sacrifices, nor by recitations of the scriptures, nor by gifts, nor by rituals, nor by strict austerities can I be realized in a form like this in the world of men by anyone else but you. O Arjuna!"
"sk11_11","seekers","11","11","courage after vision","11.50, 11.51","8-10 years (deeper, can mention Arjuna/Krishna)","11.50: Sanjaya said, Having thus spoken to Arjuna, Sri Krsna once more revealed His own form. The Mahatman, assuming a benign form again, reassured him who had been struck with awe. | 11.51: Arjuna said, ""Having beheld Your human and pleasing form, O Krsna, I am now composed in mind and have been restored to my normal nature.""","11.50: Sanjaya said, Having thus spoken to Arjuna, Sri Krsna once more revealed His own form. The Mahatman, assuming a benign form again, reassured him who had been struck with awe. | 11.51: Arjuna said, ""Having beheld Your human and pleasing form, O Krsna, I am now composed in mind and have been restored to my normal nature."""
"sk11_12","seekers","11","12","devotion in wonder","11.53, 11.54","8-10 years (deeper, can mention Arjuna/Krishna)","11.53: Sri Krishna says, ""I cannot be seen in such a form as You have seen Me, not by the Vedas, nor by austerities, nor by gifts, nor by sacrifice."" | 11.54: But by single-minded devotion, O Arjuna, it is possible to truly know, to see, and to enter into Me, who am of this form, O harasser of foes.","11.53: Sri Krishna says, ""I cannot be seen in such a form as You have seen Me, not by the Vedas, nor by austerities, nor by gifts, nor by sacrifice."" | 11.54: But by single-minded devotion, O Arjuna, it is possible to truly know, to see, and to enter into Me, who am of this form, O harasser of foes."
"sk11_13","seekers","11","13","awe and humility","11.54, 11.55","8-10 years (deeper, can mention Arjuna/Krishna)","11.54: But by single-minded devotion, O Arjuna, it is possible to truly know, to see, and to enter into Me, who am of this form, O harasser of foes. | 11.55: Whoever works for Me, regards Me as the highest and is devoted to Me, free from attachment and without animosity towards any creature, they come to Me, O Arjuna.","11.54: But by single-minded devotion, O Arjuna, it is possible to truly know, to see, and to enter into Me, who am of this form, O harasser of foes. | 11.55: Whoever works for Me, regards Me as the highest and is devoted to Me, free from attachment and without animosity towards any creature, they come to Me, O Arjuna."
